budget,runtime,year,vote_average,popularity,profitable,Horror,Drama,google_trend
0.5197,0.5317,-1.5345,0.4755,0.1804,1,-0.4817,-0.7505,-0.4198
1.7797,-0.5843,-1.5345,-0.2443,-0.045,1,-0.4817,-0.7505,1.8216
-0.0733,-0.8755,-1.5345,-0.7218,-0.4395,0,2.0712,-0.7505,-0.3179
-0.5477,-0.6814,-1.5345,0.151,-0.5056,0,-0.4817,-0.7505,-0.3179
-0.7404,-1.3122,-1.5345,-0.8564,-0.5323,0,-0.4817,-0.7505,-0.1141
-0.607,-0.924,-1.5345,-1.4076,-0.535,1,2.0712,-0.7505,-0.1141
-0.7404,-1.2637,-1.5345,-1.154,-0.5408,1,2.0712,-0.7505,-1.0311
-0.0733,-0.1962,-1.5345,-1.8326,-0.5866,0,-0.4817,-0.7505,-1.0311
-0.6584,0.7258,-1.5345,-0.9825,-0.6046,0,-0.4817,1.3293,-1.0311
-0.3846,-1.4578,-1.5345,-0.7034,-0.6107,0,-0.4817,-0.7505,-0.3179
-0.518,-0.1476,-1.5345,0.8283,-0.6622,0,-0.4817,1.3293,-0.1141
0.1491,-0.8755,-1.5345,0.994,0.0872,1,-0.4817,-0.7505,-0.4198
-0.7404,-0.5358,-1.5345,-0.2741,-0.2297,1,2.0712,-0.7505,-1.4386
-0.4735,-0.5358,-1.5345,-2.6828,-0.4328,0,-0.4817,-0.7505,-1.1329
-0.4439,0.9199,-1.5345,-0.1182,-0.4939,0,-0.4817,1.3293,-1.4386
-0.7893,-1.1181,-1.5345,0.6639,-0.52,1,2.0712,1.3293,-1.1329
-0.5032,0.0465,-1.5345,0.0433,-0.632,0,-0.4817,1.3293,-2.0499
2.1503,0.5802,0.2905,0.2218,0.7954,1,-0.4817,-0.7505,-0.1141
-0.8108,1.211,0.2905,-0.036,0.123,1,2.0712,-0.7505,0.599
-0.0733,-0.3417,0.2905,0.4698,-0.1563,1,-0.4817,-0.7505,0.599
-0.518,-0.0991,0.2905,-0.9329,-0.2263,1,2.0712,-0.7505,0.3953
-0.518,0.0465,0.2905,0.9331,-0.5281,1,-0.4817,1.3293,-0.1141
-0.518,0.8714,0.2905,1.0394,-0.562,0,-0.4817,1.3293,0.3953
-0.5921,0.0465,0.2905,-0.3676,-0.6139,0,-0.4817,1.3293,-0.3179
-0.5625,0.095,0.2905,-0.1692,-0.0676,1,2.0712,-0.7505,-0.5217
-0.0733,1.0655,0.2905,1.2746,-0.1992,1,-0.4817,1.3293,-0.5217
-0.7478,-0.4873,0.2905,0.1368,-0.2522,1,2.0712,-0.7505,0.1915
-0.7404,-1.2152,0.2905,-1.8709,-0.2662,1,2.0712,-0.7505,-0.5217
-0.7997,-0.5358,0.2905,0.722,-0.2971,1,2.0712,1.3293,-0.5217
0.3714,1.0169,0.2905,-1.0378,-0.3796,0,-0.4817,1.3293,0.0896
-0.2957,0.4832,0.2905,-0.0006,-0.4027,1,-0.4817,1.3293,-0.5217
-0.4735,0.6288,0.2905,0.3508,-0.4066,0,-0.4817,1.3293,0.1915
-0.2957,2.1815,0.2905,0.4429,-0.4326,0,-0.4817,1.3293,-0.5217
-0.7181,0.5802,0.2905,-0.4158,-0.4844,0,-0.4817,-0.7505,0.0896
-0.5832,1.6478,0.2905,0.4301,-0.5009,1,-0.4817,1.3293,-0.5217
-0.518,-0.4388,0.2905,-0.3591,-0.5117,1,-0.4817,1.3293,0.1915
-0.4884,0.095,0.2905,-0.0091,-0.5308,0,-0.4817,-0.7505,0.0896
-0.7404,-0.827,0.2905,-1.1242,-0.5865,0,-0.4817,-0.7505,-0.3179
-0.7107,-0.6329,0.2905,-0.9584,-0.6242,0,-0.4817,-0.7505,-0.3179
-0.2215,-0.6814,0.2905,-0.5574,-0.6524,0,-0.4817,-0.7505,0.1915
-0.7463,-0.5358,0.2905,-0.4158,-0.7832,0,-0.4817,1.3293,0.0896
0.8161,0.095,-0.622,1.0167,0.2728,1,-0.4817,-0.7505,-0.5217
-0.4291,-1.3122,-0.622,0.8594,0.0587,1,-0.4817,-0.7505,-0.5217
-0.6663,-0.0506,-0.622,1.6288,-0.092,0,-0.4817,1.3293,-0.5217
-0.6663,-0.7299,-0.622,0.4344,-0.3675,1,2.0712,-0.7505,-0.5217
-0.4439,-1.0696,-0.622,-1.0732,-0.5221,1,2.0712,-0.7505,-0.7254
0.1935,0.1435,-0.622,-0.2741,-0.5312,0,-0.4817,-0.7505,-0.7254
1.6315,2.036,-0.622,1.4134,6.4737,1,-0.4817,-0.7505,-1.2348
1.4091,0.9199,-0.622,1.0861,0.3574,1,-0.4817,-0.7505,-0.9292
2.1503,1.211,-0.622,1.0819,0.2415,0,-0.4817,-0.7505,-0.9292
0.8161,-0.7784,-0.622,0.0164,0.1525,1,-0.4817,-0.7505,-0.7254
-0.607,-0.6814,-0.622,0.3975,0.0605,1,-0.4817,1.3293,-0.9292
3.6475,2.4241,-0.622,0.8268,0.0322,1,-0.4817,-0.7505,-0.7254
-0.2215,-0.0991,-0.622,0.0136,-0.3545,0,2.0712,-0.7505,-0.9292
-0.0733,0.3376,-0.622,-0.6,-0.3546,0,-0.4817,1.3293,-0.7254
-0.3253,-0.4388,-0.622,-1.1596,-0.5259,0,-0.4817,1.3293,-1.2348
-0.4068,1.1625,-0.622,-0.6921,-0.5747,0,-0.4817,1.3293,-0.7254
2.1503,1.6963,-0.622,1.6642,2.2613,1,-0.4817,-0.7505,0.0896
0.4455,-0.1476,-0.622,1.5679,0.6843,1,-0.4817,-0.7505,-0.8273
0.6679,0.8714,-0.622,-0.036,0.6273,1,-0.4817,-0.7505,1.516
2.0021,1.6478,-0.622,-0.5064,-0.0187,0,-0.4817,-0.7505,0.0896
0.2973,1.211,-0.622,0.4429,-0.1344,0,-0.4817,1.3293,-0.6235
0.0749,1.7933,-0.622,0.287,-0.3888,0,-0.4817,1.3293,-0.8273
0.6679,2.0845,-0.622,0.3083,-0.5335,0,-0.4817,1.3293,-0.6235
-0.518,0.5317,-0.622,-0.5234,-0.6083,0,-0.4817,1.3293,0.0896
-0.7982,0.8228,-0.622,-0.063,-0.6157,1,-0.4817,1.3293,-0.6235
-0.518,-0.6329,-0.622,-1.2659,-0.6201,0,-0.4817,-0.7505,0.0896
-0.4439,0.8714,-0.622,0.2927,-0.7226,0,-0.4817,1.3293,1.516
-0.5921,1.3566,-0.622,-0.5574,-0.8103,0,-0.4817,1.3293,-0.6235
2.1503,1.8419,-1.5345,-0.4909,0.2458,0,-0.4817,-0.7505,-0.1141
1.4091,-0.5843,-1.5345,1.8994,0.2152,0,-0.4817,-0.7505,0.3953
0.0749,-0.4388,-1.5345,-0.267,-0.309,0,-0.4817,-0.7505,-1.2348
-0.7255,-0.827,-1.5345,1.8923,-0.3758,1,-0.4817,1.3293,0.3953
-0.6663,-0.0021,-1.5345,0.9246,-0.4971,1,-0.4817,1.3293,-0.9292
-0.7774,-1.3607,-1.5345,-0.6991,-0.6237,0,-0.4817,1.3293,-0.9292
-0.2512,0.2406,-1.5345,0.2516,-0.6409,0,-0.4817,1.3293,0.3953
2.8915,2.3756,0.2905,0.4854,0.7456,1,-0.4817,-0.7505,-0.4198
-0.2215,1.3081,0.2905,0.355,0.3581,0,-0.4817,-0.7505,-0.4198
-0.2215,1.8419,0.2905,1.2122,-0.0395,1,-0.4817,1.3293,-0.4198
-0.2957,-0.2932,0.2905,0.5661,-0.0504,1,2.0712,-0.7505,-0.5217
1.8538,-0.5358,0.2905,-0.6085,-0.1296,0,-0.4817,-0.7505,0.599
-0.518,-0.0991,0.2905,0.8594,-0.1391,1,-0.4817,-0.7505,-0.3179
-0.4439,0.192,0.2905,-0.019,-0.2454,1,-0.4817,-0.7505,0.599
0.5197,1.2596,0.2905,0.576,-0.4496,0,-0.4817,1.3293,0.599
-0.3401,0.7743,0.2905,0.6653,-0.542,0,-0.4817,1.3293,-0.5217
0.6679,1.114,0.2905,-1.6909,-0.5877,0,-0.4817,1.3293,0.599
-0.6663,-0.5358,0.2905,0.2927,-0.653,0,-0.4817,1.3293,-0.4198
-0.7107,-1.1181,0.2905,0.2927,-0.7541,1,-0.4817,-0.7505,0.599
0.2973,0.5317,-0.622,0.8623,1.3133,1,-0.4817,-0.7505,-1.1329
-0.4439,-0.2932,-0.622,-1.1568,0.0702,1,2.0712,-0.7505,0.1915
2.1503,2.0845,-0.622,0.1269,-0.0428,1,-0.4817,-0.7505,-0.216
1.5573,0.2406,-0.622,0.0093,-0.0968,0,-0.4817,-0.7505,-0.216
0.1342,-0.7784,-0.622,0.5704,-0.3443,1,-0.4817,-0.7505,-0.5217
-0.2215,0.9684,-0.622,0.2658,-0.3952,0,-0.4817,1.3293,0.1915
-0.0733,1.5022,-0.622,1.2533,-0.4113,0,-0.4817,1.3293,-1.1329
0.2973,2.1815,-0.622,-0.2627,-0.4979,1,-0.4817,1.3293,0.1915
-0.5477,0.192,-0.622,0.0589,-0.6156,0,-0.4817,1.3293,-0.216
-0.6915,-0.1962,-0.622,0.6469,-0.6321,0,-0.4817,1.3293,-1.1329
-0.6514,-0.7299,-0.622,0.4344,-0.633,1,-0.4817,1.3293,-0.5217
2.1503,0.095,-1.5345,0.151,0.0404,0,-0.4817,1.3293,-1.4386
-0.607,-0.3903,-1.5345,0.5633,-0.01,1,-0.4817,1.3293,-1.4386
-0.7937,-1.6034,-1.5345,-1.9743,-0.44,0,2.0712,-0.7505,-1.6423
-0.2957,0.8228,-1.5345,1.2958,-0.5788,0,-0.4817,1.3293,-1.6423
-0.5921,-0.3903,-1.5345,-0.7289,-0.5912,0,2.0712,-0.7505,-1.4386
-0.7626,-0.9725,-1.5345,-0.3888,-0.5926,0,-0.4817,1.3293,-1.4386
-0.8061,-1.5063,-1.5345,-1.5493,-0.6809,0,-0.4817,-0.7505,-1.7442
-0.7078,-0.7784,-1.5345,-1.1242,-0.7197,0,-0.4817,1.3293,-1.4386
-0.3698,-0.1962,-1.5345,0.7432,-0.3946,0,-0.4817,-0.7505,-1.3367
-0.7774,-0.4388,-1.5345,-0.5759,-0.4251,0,2.0712,-0.7505,-1.7442
-0.6366,-0.4873,-1.5345,2.0085,-0.4584,0,-0.4817,-0.7505,-0.4198
-0.5773,1.1625,-1.5345,-0.9825,-0.474,0,2.0712,-0.7505,-0.5217
-0.4439,0.7258,-1.5345,-0.9825,-0.5176,0,-0.4817,-0.7505,-0.4198
-0.518,-0.6329,-1.5345,-1.783,-0.5237,0,-0.4817,-0.7505,-0.5217
-0.5477,-0.924,-1.5345,-0.9343,-0.5395,0,2.0712,1.3293,-0.4198
-0.5506,-0.6329,-1.5345,0.4344,-0.5877,0,-0.4817,-0.7505,-1.3367
-0.6811,-0.827,-1.5345,-0.5447,-0.6077,0,2.0712,-0.7505,-0.4198
-0.7893,-0.8755,-1.5345,-1.1497,-0.638,0,2.0712,-0.7505,-0.4198
-0.7848,-1.4093,-1.5345,-0.9273,-0.6558,0,2.0712,-0.7505,-0.5217
-0.4439,-0.9725,-1.5345,1.5083,-0.6805,0,-0.4817,1.3293,-0.5217
-0.7997,-0.7299,-1.5345,-2.2577,-0.7762,0,-0.4817,-0.7505,-0.5217
