budget,runtime,year,vote_average,popularity,core_actor,actor_avg_age,month,profitable,Drama,Horror,company_freq,google_trend
5.9704,3.81,0.283,1.173,2.2909,-0.2091,1.0168,1.4271,1,-0.7589,-0.4822,0.755,-0.0192
0.5178,-0.4897,0.283,2.0406,1.583,0.2747,0.7273,1.4271,1,-0.7589,-0.4822,0.755,-0.4254
0.341,3.665,0.283,0.8739,0.815,0.9292,1.0168,1.4271,0,1.3145,-0.4822,0.755,0.9962
-0.6316,-0.538,0.283,0.4521,0.0924,-0.5221,-0.8648,1.4271,1,-0.7589,2.069,0.755,1.6055
-0.7642,0.1867,0.283,1.513,0.0279,-0.2944,-0.5753,1.4271,1,1.3145,-0.4822,0.755,-0.4254
-0.0716,0.6215,0.283,1.3662,-0.2924,1.2423,0.5102,1.4271,1,1.3145,-0.4822,0.755,1.6055
-0.5579,-0.9728,0.283,0.0175,-0.5411,0.104,0.9444,1.4271,1,-0.7589,-0.4822,-1.3213,-0.0192
-0.7495,-1.1177,0.283,-1.4962,-0.5928,0.0186,-0.2858,1.4271,0,1.3145,-0.4822,0.755,1.6055
-0.0716,1.491,0.283,0.3477,-0.593,-0.3229,-0.0687,1.4271,1,1.3145,-0.4822,-1.3213,0.9962
-0.6095,0.09,0.283,-0.1673,-0.6473,-0.3798,0.3655,1.4271,0,1.3145,-0.4822,0.755,-0.4254
-0.3664,0.7181,-0.627,-0.6963,-0.3964,0.9008,0.9444,-1.6991,0,1.3145,-0.4822,0.755,-0.9331
-0.4695,-0.2481,-0.627,0.0965,-0.4149,1.9252,0.6549,-1.6991,1,1.3145,-0.4822,0.755,-1.3392
-0.7348,-0.2481,-0.627,0.5988,-0.5323,-0.2944,0.4378,-1.6991,1,1.3145,-0.4822,-1.3213,-0.9331
-0.5727,-0.2965,-0.627,-1.6839,-0.637,-0.0099,-0.3582,-1.6991,0,1.3145,-0.4822,-1.3213,-1.3392
-0.779,-1.0211,-0.627,-1.2606,-0.6422,0.1324,-1.8055,-1.6991,0,1.3145,-0.4822,-1.3213,-1.2377
1.9178,3.0853,0.283,1.2576,1.3916,0.0755,0.1484,-1.1307,1,-0.7589,-0.4822,0.755,-0.6284
1.7705,-0.6346,0.283,0.8485,1.288,-0.2944,-1.299,-1.1307,0,-0.7589,-0.4822,0.755,-0.2223
-0.7937,-0.3448,0.283,-0.0967,1.2076,2.6936,-0.8648,-1.1307,1,-0.7589,2.069,0.755,-0.1207
0.2968,-0.3931,0.283,-1.049,0.9973,-0.3229,0.0036,-1.1307,1,-0.7589,-0.4822,0.755,-0.0192
0.8126,0.4765,0.283,1.0234,0.745,0.2747,0.7273,-1.1307,1,-0.7589,-0.4822,0.755,-0.0192
-0.44,1.2978,0.283,1.4142,0.5164,0.417,0.872,-1.1307,1,-0.7589,-0.4822,0.755,-0.3238
0.3705,-0.6346,0.283,1.1024,-0.0627,-0.3798,0.6549,-1.1307,1,-0.7589,-0.4822,0.755,-0.1207
0.2821,-0.0549,0.283,-0.4142,-0.1443,0.5308,0.2931,-1.1307,1,-0.7589,-0.4822,0.755,-0.3238
-0.7642,-1.4559,0.283,-1.966,-0.3494,0.2178,0.3655,-1.1307,0,1.3145,2.069,0.755,-0.1207
-0.219,1.1046,0.283,-0.1814,-0.3552,1.0431,-0.2135,-1.1307,1,-0.7589,-0.4822,0.755,-0.1207
-0.7385,-0.7796,0.283,-1.4017,-0.5763,-0.4083,0.6549,-1.1307,0,1.3145,-0.4822,0.755,-0.3238
1.6231,1.636,0.283,-0.1066,0.5839,-0.1806,0.5102,-0.2781,1,-0.7589,-0.4822,0.755,0.0824
0.4442,-1.2627,0.283,0.7723,0.2224,-0.266,2.0299,-0.2781,1,-0.7589,-0.4822,0.755,0.8947
0.4442,2.2157,0.283,1.0601,-0.0501,1.2423,0.0036,-0.2781,1,1.3145,-0.4822,0.755,0.8947
-0.5579,-0.4897,0.283,1.1885,-0.1488,-0.0668,-0.9371,-0.2781,1,1.3145,2.069,0.755,0.8947
2.1389,-0.3931,0.283,0.2969,-0.3624,0.047,-0.0687,-0.2781,1,-0.7589,-0.4822,0.755,0.387
-0.7348,-0.8279,0.283,-0.4015,-0.4498,-0.8636,-0.2135,-0.2781,0,-0.7589,2.069,-1.3213,0.0824
-0.8048,-1.4076,0.283,0.239,-0.6466,-1.4897,-1.299,-0.2781,1,-0.7589,2.069,-1.3213,0.387
-0.7908,-1.1177,0.283,-0.6385,-0.7132,-1.3474,-0.72,-0.2781,0,1.3145,-0.4822,0.755,0.387
0.5178,2.7471,1.193,1.2788,1.5272,1.6691,-0.0687,-1.1307,1,-0.7589,-0.4822,-1.3213,0.0824
0.2968,0.1383,1.193,0.4648,0.7834,-0.3229,-0.2858,-1.1307,1,1.3145,-0.4822,0.755,-0.0192
-0.2927,0.4765,1.193,0.3872,0.2876,2.6936,-0.2858,-1.1307,1,-0.7589,2.069,0.755,0.1839
1.0336,0.8147,1.193,-0.3154,0.2159,-0.9774,-0.9371,-1.1307,1,-0.7589,-0.4822,0.755,0.7931
1.4168,1.0079,1.193,0.8316,0.1188,-0.1237,0.0036,-1.1307,1,-0.7589,-0.4822,0.755,0.0824
-0.1453,-1.0211,1.193,-1.0631,-0.2149,0.4739,-1.299,-1.1307,1,-0.7589,-0.4822,0.755,-0.0192
-0.3664,-0.2965,1.193,0.6623,-0.5902,-0.0099,0.2931,-1.1307,0,1.3145,-0.4822,0.755,0.2854
-0.8048,-0.4414,1.193,1.5609,-0.6851,-1.5181,-1.8779,-1.1307,1,1.3145,-0.4822,-1.3213,0.2854
-0.0716,-0.5863,-0.627,0.0175,-0.0157,0.417,-0.2135,-1.4149,1,-0.7589,-0.4822,0.755,-1.3392
-0.1453,-0.9245,-0.627,0.1276,-0.1844,0.5308,1.3786,-1.4149,0,-0.7589,-0.4822,0.755,-0.4254
1.0336,-0.1998,-0.627,-0.266,-0.2183,0.4739,-0.1411,-1.4149,0,-0.7589,-0.4822,0.755,-1.1361
-0.7348,-1.2144,-0.627,-1.0589,-0.4229,2.6082,0.872,-1.4149,0,-0.7589,2.069,-1.3213,-1.3392
-0.4253,0.6215,-0.627,0.7822,-0.4607,-0.4083,-0.5029,-1.4149,0,1.3145,-0.4822,0.755,-1.3392
-0.779,0.09,-0.627,0.8555,-0.5018,-0.6075,-0.7924,-1.4149,1,1.3145,-0.4822,-1.3213,-1.3392
-0.1895,-0.1515,-1.537,-0.0742,-0.0017,0.6731,0.2207,-1.1307,0,-0.7589,-0.4822,0.755,-1.0346
-0.6021,-1.1177,-1.537,-0.2096,-0.1579,-0.266,-0.1411,-1.1307,0,-0.7589,2.069,0.755,-1.0346
0.5178,-1.1177,-1.537,0.7441,-0.233,0.0186,-0.1411,-1.1307,0,-0.7589,-0.4822,0.755,-1.0346
-0.6316,0.09,-1.537,1.1377,-0.4248,-0.7213,-0.72,-1.1307,1,1.3145,-0.4822,-1.3213,-1.0346
-0.4695,-0.2965,-1.537,-0.2308,-0.6383,0.047,1.0168,-1.1307,0,1.3145,-0.4822,0.755,-1.0346
-0.3074,0.3316,-1.537,0.4873,-0.0907,-0.0099,-0.6477,0.0061,1,1.3145,-0.4822,0.755,-1.3392
0.5178,-0.9728,-1.537,0.3984,-0.3691,1.2138,1.0168,0.0061,0,-0.7589,-0.4822,0.755,-0.9331
-0.3221,-1.1177,-1.537,-0.4664,-0.3934,0.9008,-0.2858,0.0061,1,-0.7589,-0.4822,0.755,-1.2377
-0.7348,-1.1177,-1.537,0.7145,-0.4326,0.0186,0.6549,0.0061,0,-0.7589,-0.4822,-1.3213,-0.9331
-0.5503,-0.7796,-1.537,0.4323,-0.5237,-1.5466,-2.2397,0.0061,0,-0.7589,-0.4822,-1.3213,-1.1361
-0.5874,-1.0694,-1.537,-2.2411,-0.5918,0.5308,1.0891,0.0061,0,-0.7589,-0.4822,0.755,-0.73
-0.2927,1.1529,-1.537,0.2912,-0.594,-1.0343,-1.5161,0.0061,0,1.3145,-0.4822,0.755,-1.1361
-0.7421,-0.5863,-1.537,-1.6839,-0.6277,0.1609,-0.9371,0.0061,0,-0.7589,-0.4822,-1.3213,-1.3392
1.3431,0.863,0.283,-0.6625,0.0256,0.5024,0.4378,-1.4149,0,-0.7589,-0.4822,0.755,-0.5269
0.96,0.1383,0.283,0.2912,-0.0028,1.2138,0.4378,-1.4149,1,-0.7589,-0.4822,0.755,-0.2223
-0.5137,-0.5863,0.283,0.7582,-0.3078,0.047,-1.299,-1.4149,1,1.3145,-0.4822,0.755,-0.0192
-0.1748,-0.4414,0.283,-0.8431,-0.3157,1.1,0.9444,-1.4149,0,1.3145,-0.4822,-1.3213,-0.2223
0.5178,0.6698,0.283,-0.5552,-0.3493,0.417,0.9444,-1.4149,1,-0.7589,-0.4822,0.755,-0.2223
-0.7348,-0.3448,0.283,0.4436,-0.3579,-0.7213,-0.72,-1.4149,0,1.3145,-0.4822,0.755,-0.3238
-0.6611,-0.8279,0.283,0.0091,-0.4807,-0.7498,0.6549,-1.4149,1,-0.7589,-0.4822,0.755,-0.5269
-0.4695,-0.0549,0.283,-0.132,-0.5335,0.0186,0.3655,-1.4149,1,-0.7589,-0.4822,0.755,-0.2223
2.1389,-0.8762,-0.627,1.4678,0.3875,-0.8921,-1.7332,-0.2781,0,-0.7589,-0.4822,0.755,-0.8315
-0.5432,-0.4897,-0.627,0.2588,-0.2016,-0.3514,0.4378,-0.2781,1,-0.7589,2.069,0.755,-0.73
0.2231,0.1867,-0.627,-0.1433,-0.4416,1.2992,1.3062,-0.2781,1,-0.7589,-0.4822,0.755,-0.8315
-0.779,-0.1998,-0.627,-0.132,-0.5291,-0.3514,0.076,-0.2781,0,-0.7589,-0.4822,0.755,-0.8315
-0.7127,-0.7796,-0.627,-1.0617,-0.5579,-1.0343,-1.1542,-0.2781,0,-0.7589,2.069,-1.3213,-0.6284
-0.7348,0.2833,-0.627,-0.9249,-0.5785,-0.3514,1.1615,-0.2781,0,1.3145,-0.4822,0.755,-0.6284
0.0021,1.4427,-0.627,0.5861,-0.6332,-1.0628,-0.6477,-0.2781,0,1.3145,-0.4822,-1.3213,-0.2223
2.2126,1.7809,-1.537,0.5466,1.8869,0.0755,-0.3582,0.2903,1,-0.7589,-0.4822,0.755,-1.5423
0.0757,-0.8762,-1.537,0.9825,-0.0835,0.0755,1.7404,0.2903,0,-0.7589,-0.4822,0.755,-1.4408
-0.3664,-0.8762,-1.537,-1.5428,-0.399,0.1324,-1.299,0.2903,0,1.3145,-0.4822,-1.3213,-1.4408
-0.5432,-0.7312,-1.537,-0.5552,-0.491,0.7585,1.5233,0.2903,1,-0.7589,-0.4822,-1.3213,-1.2377
-0.44,-1.0694,-1.537,-1.2606,-0.536,1.6691,0.9444,0.2903,0,-0.7589,-0.4822,-1.3213,-1.2377
-0.7348,-0.538,-1.537,-1.2945,-0.6232,-0.0668,-0.9371,0.2903,0,1.3145,-0.4822,-1.3213,-1.4408
-0.0716,-0.538,-0.627,1.1448,0.7739,-0.3229,1.2339,0.8587,1,-0.7589,-0.4822,0.755,-0.5269
-0.3664,0.6698,-0.627,0.0726,-0.1311,-0.1806,-0.4306,0.8587,1,-0.7589,-0.4822,-1.3213,0.1839
-0.5137,-0.3931,-0.627,-0.4142,-0.3035,-0.4367,0.4378,0.8587,1,-0.7589,2.069,0.755,-0.5269
-0.1748,0.1383,-0.627,0.7709,-0.3372,-0.1522,-0.7924,0.8587,0,-0.7589,2.069,0.755,-0.1207
-0.5579,-0.6829,-0.627,-0.7669,-0.3446,-0.2091,-0.9371,0.8587,1,1.3145,2.069,0.755,0.1839
0.6652,1.9258,-0.627,0.919,-0.4253,0.9861,0.0036,0.8587,0,1.3145,-0.4822,0.755,-0.5269
-0.44,-0.2481,-0.627,0.3829,-0.4775,-0.1522,1.1615,0.8587,1,1.3145,-0.4822,0.755,-0.1207
-0.7348,-1.0694,-0.627,0.0091,-0.6481,-0.8067,1.3786,0.8587,0,1.3145,-0.4822,-1.3213,-0.73
-0.6331,-0.6829,-0.627,0.9628,-0.658,-0.4367,0.3655,0.8587,1,1.3145,-0.4822,-1.3213,-0.5269
-0.4842,-0.0066,-1.537,1.2506,0.2917,0.2462,0.3655,-1.6991,1,-0.7589,-0.4822,0.755,1.8085
0.5178,0.5248,-1.537,0.4732,0.1794,0.73,0.5826,-1.6991,1,-0.7589,-0.4822,0.755,-0.4254
1.7705,-0.5863,-1.537,-0.2435,-0.0445,0.5308,1.3062,-1.6991,1,-0.7589,-0.4822,0.755,1.8085
-0.0716,-0.8762,-1.537,-0.7189,-0.4366,0.3316,0.076,-1.6991,0,-0.7589,2.069,0.755,-0.3238
-0.5432,-0.6829,-1.537,0.1501,-0.5023,-0.1522,-0.2135,-1.6991,0,-0.7589,-0.4822,0.755,-0.3238
-0.7348,-1.311,-1.537,-0.8529,-0.5288,-1.0343,-0.5029,-1.6991,0,-0.7589,-0.4822,-1.3213,-0.1207
-0.6021,-0.9245,-1.537,-1.4017,-0.5315,-0.6644,-1.2266,-1.6991,1,-0.7589,2.069,0.755,-0.1207
-0.7348,-1.2627,-1.537,-1.1492,-0.5372,-0.8351,-0.7924,-1.6991,1,-0.7589,2.069,0.755,-1.0346
-0.0716,-0.1998,-1.537,-1.825,-0.5828,-0.8921,-0.72,-1.6991,0,-0.7589,-0.4822,0.755,-1.0346
-0.6533,0.7181,-1.537,-0.9785,-0.6007,0.6162,0.4378,-1.6991,0,1.3145,-0.4822,-1.3213,-1.0346
-0.3811,-1.4559,-1.537,-0.7006,-0.6067,0.1609,0.5102,-1.6991,0,-0.7589,-0.4822,0.755,-0.3238
-0.5137,-0.1515,-1.537,0.8245,-0.6579,-0.6359,-1.0819,-1.6991,0,1.3145,-0.4822,-1.3213,-0.1207
0.1494,-0.8762,-1.537,0.9896,0.0868,2.6082,0.4378,1.1429,1,-0.7589,-0.4822,0.755,-0.4254
-0.7348,-0.538,-1.537,-0.2731,-0.2282,-0.579,-0.4306,1.1429,1,-0.7589,2.069,0.755,-1.4408
-0.4695,-0.538,-1.537,-2.6714,-0.4299,2.6082,-0.5029,1.1429,0,-0.7589,-0.4822,-1.3213,-1.1361
-0.44,0.9113,-1.537,-0.1179,-0.4907,1.0146,0.3655,1.1429,0,1.3145,-0.4822,-1.3213,-1.4408
-0.7834,-1.1177,-1.537,0.6608,-0.5166,-0.7782,0.076,1.1429,1,1.3145,2.069,-1.3213,-1.1361
-0.499,0.0417,-1.537,0.0429,-0.6279,1.4415,0.7997,1.1429,0,1.3145,-0.4822,0.755,-2.05
2.1389,0.5731,0.283,0.2207,0.7906,0.3601,0.872,0.8587,1,-0.7589,-0.4822,0.755,-0.1207
-0.8048,1.2012,0.283,-0.0361,0.1224,-1.2335,-0.7924,0.8587,1,-0.7589,2.069,-1.3213,0.5901
-0.0716,-0.3448,0.283,0.4676,-0.1551,-0.5221,-0.72,0.8587,1,-0.7589,-0.4822,0.755,0.5901
-0.5137,-0.1032,0.283,-0.9291,-0.2248,-0.4367,0.9444,0.8587,1,-0.7589,2.069,0.755,0.387
-0.5137,0.0417,0.283,0.9289,-0.5246,0.047,0.7997,0.8587,1,1.3145,-0.4822,0.755,-0.1207
-0.5137,0.863,0.283,1.0347,-0.5583,-1.0628,0.2207,0.8587,0,1.3145,-0.4822,-1.3213,0.387
-0.5874,0.0417,0.283,-0.3662,-0.6098,3.7181,-0.5753,0.8587,0,1.3145,-0.4822,0.755,-0.3238
-0.5579,0.09,0.283,-0.1687,-0.067,-0.8636,-0.5753,0.5745,1,-0.7589,2.069,-1.3213,-0.5269
-0.0716,1.0562,0.283,1.2689,-0.1978,-0.6075,0.076,0.5745,1,1.3145,-0.4822,-1.3213,-0.5269
-0.7421,-0.4897,0.283,0.136,-0.2505,-0.3229,-0.3582,0.5745,1,-0.7589,2.069,0.755,0.1839
-0.7348,-1.2144,0.283,-1.8631,-0.2644,-0.4936,1.6681,0.5745,1,-0.7589,2.069,-1.3213,-0.5269
-0.7937,-0.538,0.283,0.7187,-0.2951,-0.3798,-0.2135,0.5745,1,1.3145,2.069,0.755,-0.5269
0.3705,1.0079,0.283,-1.0335,-0.3771,0.9292,-0.0687,0.5745,0,1.3145,-0.4822,-1.3213,0.0824
-0.2927,0.4765,0.283,-0.0008,-0.4,0.8439,-0.5753,0.5745,1,1.3145,-0.4822,0.755,-0.5269
-0.4695,0.6215,0.283,0.3491,-0.4039,0.5877,1.0168,0.5745,0,1.3145,-0.4822,-1.3213,0.1839
-0.2927,2.1674,0.283,0.4408,-0.4297,-1.6035,-2.9634,0.5745,0,1.3145,-0.4822,0.755,-0.5269
-0.7127,0.5731,0.283,-0.4142,-0.4812,-1.7458,-2.9634,0.5745,0,-0.7589,-0.4822,-1.3213,0.0824
-0.5786,1.636,0.283,0.4281,-0.4976,-0.8636,-1.5161,0.5745,1,1.3145,-0.4822,-1.3213,-0.5269
-0.5137,-0.4414,0.283,-0.3577,-0.5083,0.2178,-0.1411,0.5745,1,1.3145,-0.4822,0.755,0.1839
-0.4842,0.09,0.283,-0.0093,-0.5273,-0.8921,0.2207,0.5745,0,-0.7589,-0.4822,0.755,0.0824
-0.7348,-0.8279,0.283,-1.1196,-0.5827,-0.4936,0.7273,0.5745,0,-0.7589,-0.4822,-1.3213,-0.3238
-0.7053,-0.6346,0.283,-0.9545,-0.6201,-1.3189,-0.3582,0.5745,0,-0.7589,-0.4822,-1.3213,-0.3238
-0.219,-0.6829,0.283,-0.5552,-0.6481,-1.4612,-2.2397,0.5745,0,-0.7589,-0.4822,0.755,0.1839
-0.7407,-0.538,0.283,-0.4142,-0.7781,-0.7782,1.6681,0.5745,0,1.3145,-0.4822,-1.3213,0.0824
0.8126,0.09,-0.627,1.0121,0.2712,1.2992,0.076,0.2903,1,-0.7589,-0.4822,0.755,-0.5269
-0.4253,-1.311,-0.627,0.8555,0.0585,-0.8636,-1.2266,0.2903,1,-0.7589,-0.4822,0.755,-0.5269
-0.6611,-0.0549,-0.627,1.6216,-0.0913,-1.0628,0.2931,0.2903,0,1.3145,-0.4822,-1.3213,-0.5269
-0.6611,-0.7312,-0.627,0.4323,-0.3651,-0.5221,-0.2135,0.2903,1,-0.7589,2.069,0.755,-0.5269
-0.44,-1.0694,-0.627,-1.0688,-0.5186,-0.4367,1.8128,0.2903,1,-0.7589,2.069,0.755,-0.73
0.1936,0.1383,-0.627,-0.2731,-0.5277,0.9861,0.5102,0.2903,0,-0.7589,-0.4822,0.755,-0.73
1.6231,2.0225,-0.627,1.4072,6.4331,1.6122,-0.72,0.5745,1,-0.7589,-0.4822,-1.3213,-1.2377
1.4021,0.9113,-0.627,1.0813,0.3553,-0.6075,0.1484,0.5745,1,-0.7589,-0.4822,0.755,-0.9331
2.1389,1.2012,-0.627,1.077,0.2402,0.0755,0.7273,0.5745,0,-0.7589,-0.4822,-1.3213,-0.9331
0.8126,-0.7796,-0.627,0.0161,0.1517,0.5877,0.6549,0.5745,1,-0.7589,-0.4822,0.755,-0.73
-0.6021,-0.6829,-0.627,0.3956,0.0603,-0.6359,-0.4306,0.5745,1,1.3145,-0.4822,0.755,-0.9331
3.6273,2.4089,-0.627,0.8231,0.0321,1.1284,0.2207,0.5745,1,-0.7589,-0.4822,0.755,-0.73
-0.219,-0.1032,-0.627,0.0133,-0.3521,-0.1522,-0.2858,0.5745,0,-0.7589,2.069,0.755,-0.9331
-0.0716,0.3316,-0.627,-0.5976,-0.3522,-0.0668,0.3655,0.5745,0,1.3145,-0.4822,0.755,-0.73
-0.3221,-0.4414,-0.627,-1.1548,-0.5224,1.2992,0.872,0.5745,0,1.3145,-0.4822,-1.3213,-1.2377
-0.4032,1.1529,-0.627,-0.6893,-0.571,0.0755,-0.0687,0.5745,0,1.3145,-0.4822,0.755,-0.73
2.1389,1.6843,-0.627,1.6569,2.2472,0.4739,-0.5753,1.4271,1,-0.7589,-0.4822,0.755,0.0824
0.4442,-0.1515,-0.627,1.5609,0.6801,2.4375,0.4378,1.4271,1,-0.7589,-0.4822,0.755,-0.8315
0.6652,0.863,-0.627,-0.0361,0.6235,-0.0099,0.7273,1.4271,1,-0.7589,-0.4822,0.755,1.5039
1.9915,1.636,-0.627,-0.5045,-0.0185,1.6691,0.6549,1.4271,0,-0.7589,-0.4822,0.755,0.0824
0.2968,1.2012,-0.627,0.4408,-0.1334,0.7869,0.7997,1.4271,0,1.3145,-0.4822,-1.3213,-0.6284
0.0757,1.7809,-0.627,0.2856,-0.3862,-0.0668,0.7273,1.4271,0,1.3145,-0.4822,0.755,-0.8315
0.6652,2.0708,-0.627,0.3067,-0.53,-1.0059,3.3325,1.4271,0,1.3145,-0.4822,0.755,-0.6284
-0.5137,0.5248,-0.627,-0.5214,-0.6043,-0.2375,-0.1411,1.4271,0,1.3145,-0.4822,0.755,0.0824
-0.7922,0.8147,-0.627,-0.0629,-0.6117,-1.0913,-1.1542,1.4271,1,1.3145,-0.4822,0.755,-0.6284
-0.5137,-0.6346,-0.627,-1.2606,-0.6161,-0.6359,1.8852,1.4271,0,-0.7589,-0.4822,-1.3213,0.0824
-0.44,0.863,-0.627,0.2912,-0.7179,-0.3229,-1.3713,1.4271,0,1.3145,-0.4822,0.755,1.5039
-0.5874,1.3461,-0.627,-0.5552,-0.805,-1.2905,-0.0687,1.4271,0,1.3145,-0.4822,-1.3213,-0.6284
2.1389,1.8292,-1.537,-0.4889,0.2444,0.417,0.2207,1.4271,0,-0.7589,-0.4822,0.755,-0.1207
1.4021,-0.5863,-1.537,1.8911,0.214,-0.5221,1.0891,1.4271,0,-0.7589,-0.4822,0.755,0.387
0.0757,-0.4414,-1.537,-0.266,-0.3069,0.5308,1.0891,1.4271,0,-0.7589,-0.4822,-1.3213,-1.2377
-0.72,-0.8279,-1.537,1.884,-0.3733,0.4454,1.6681,1.4271,1,1.3145,-0.4822,0.755,0.387
-0.6611,-0.0066,-1.537,0.9204,-0.4939,0.2747,-0.2858,1.4271,1,1.3145,-0.4822,0.755,-0.9331
-0.7716,-1.3593,-1.537,-0.6963,-0.6196,-0.8636,-0.3582,1.4271,0,1.3145,-0.4822,0.755,-0.9331
-0.2485,0.235,-1.537,0.2503,-0.6368,1.2423,0.9444,1.4271,0,1.3145,-0.4822,0.755,0.387
2.8757,2.3606,0.283,0.4831,0.741,-0.6644,-0.1411,1.1429,1,-0.7589,-0.4822,0.755,-0.4254
-0.219,1.2978,0.283,0.3533,0.356,-1.6035,-2.9634,1.1429,0,-0.7589,-0.4822,-1.3213,-0.4254
-0.219,1.8292,0.283,1.2068,-0.0391,0.047,-0.5029,1.1429,1,1.3145,-0.4822,-1.3213,-0.4254
-0.2927,-0.2965,0.283,0.5635,-0.0499,-0.0099,0.0036,1.1429,1,-0.7589,2.069,0.755,-0.5269
1.8442,-0.538,0.283,-0.606,-0.1286,1.0431,0.0036,1.1429,0,-0.7589,-0.4822,0.755,0.5901
-0.5137,-0.1032,0.283,0.8555,-0.1381,-0.3229,1.451,1.1429,1,-0.7589,-0.4822,0.755,-0.3238
0.5178,1.2495,0.283,0.5734,-0.4466,0.8723,-0.4306,1.1429,0,1.3145,-0.4822,0.755,0.5901
-0.3369,0.7664,0.283,0.6623,-0.5384,0.2747,0.4378,1.1429,0,1.3145,-0.4822,0.755,-0.5269
0.6652,1.1046,0.283,-1.6839,-0.5838,-0.0668,1.8852,1.1429,0,1.3145,-0.4822,0.755,0.5901
-0.6611,-0.538,0.283,0.2912,-0.6487,0.417,0.2931,1.1429,0,1.3145,-0.4822,0.755,-0.4254
-0.7053,-1.1177,0.283,0.2912,-0.7492,0.0755,0.1484,1.1429,1,-0.7589,-0.4822,-1.3213,0.5901
0.2968,0.5248,-0.627,0.8584,1.3052,0.2178,-0.1411,1.1429,1,-0.7589,-0.4822,0.755,-1.1361
-0.44,-0.2965,-0.627,-1.152,0.0699,0.0755,-0.5029,1.1429,1,-0.7589,2.069,0.755,0.1839
2.1389,2.0708,-0.627,0.1262,-0.0424,0.4454,0.076,1.1429,1,-0.7589,-0.4822,0.755,-0.2223
1.5494,0.235,-0.627,0.0091,-0.0961,1.2992,0.3655,1.1429,0,-0.7589,-0.4822,-1.3213,-0.2223
0.1347,-0.7796,-0.627,0.5677,-0.342,-1.0913,-1.3713,1.1429,1,-0.7589,-0.4822,0.755,-0.5269
-0.219,0.9596,-0.627,0.2644,-0.3926,-0.6075,-0.2135,1.1429,0,1.3145,-0.4822,0.755,0.1839
-0.0716,1.491,-0.627,1.2477,-0.4086,0.73,0.7997,1.1429,0,1.3145,-0.4822,0.755,-1.1361
0.2968,2.1674,-0.627,-0.2618,-0.4946,0.0186,0.9444,1.1429,1,1.3145,-0.4822,0.755,0.1839
-0.5432,0.1867,-0.627,0.0584,-0.6116,0.3316,0.5826,1.1429,0,1.3145,-0.4822,0.755,-0.2223
-0.6861,-0.1998,-0.627,0.6439,-0.628,-0.6075,-0.4306,1.1429,0,1.3145,-0.4822,-1.3213,-1.1361
-0.6463,-0.7312,-0.627,0.4323,-0.6289,-1.1197,-1.5884,1.1429,1,1.3145,-0.4822,-1.3213,-0.5269
2.1389,0.09,-1.537,0.1501,0.0403,-0.3229,1.6681,0.5745,0,1.3145,-0.4822,0.755,-1.4408
-0.6021,-0.3931,-1.537,0.5607,-0.0098,-0.6929,-1.0095,0.5745,1,1.3145,-0.4822,0.755,-1.4408
-0.7878,-1.6008,-1.537,-1.966,-0.4371,-1.2051,-2.4568,0.5745,0,-0.7589,2.069,-1.3213,-1.6438
-0.2927,0.8147,-1.537,1.2901,-0.575,0.0755,0.1484,0.5745,0,1.3145,-0.4822,-1.3213,-1.6438
-0.5874,-0.3931,-1.537,-0.726,-0.5873,-0.579,0.076,0.5745,0,-0.7589,2.069,0.755,-1.4408
-0.7569,-0.9728,-1.537,-0.3874,-0.5887,1.2138,0.2207,0.5745,0,1.3145,-0.4822,-1.3213,-1.4408
-0.8001,-1.5042,-1.537,-1.5428,-0.6765,-0.3798,1.2339,0.5745,0,-0.7589,-0.4822,-1.3213,-1.7454
-0.7023,-0.7796,-1.537,-1.1196,-0.715,-0.4083,0.2931,0.5745,0,1.3145,-0.4822,-1.3213,-1.4408
-0.3664,-0.1998,-1.537,0.7399,-0.392,-0.5506,0.2207,0.8587,0,-0.7589,-0.4822,-1.3213,-1.3392
-0.7716,-0.4414,-1.537,-0.5736,-0.4223,-0.4652,0.4378,0.8587,0,-0.7589,2.069,0.755,-1.7454
-0.6316,-0.4897,-1.537,1.9997,-0.4553,-0.1806,-0.9371,0.8587,0,-0.7589,-0.4822,-1.3213,-0.4254
-0.5727,1.1529,-1.537,-0.9785,-0.4708,-0.9205,-0.1411,0.8587,0,-0.7589,2.069,-1.3213,-0.5269
-0.44,0.7181,-1.537,-0.9785,-0.5142,-0.7782,0.5826,0.8587,0,-0.7589,-0.4822,-1.3213,-0.4254
-0.5137,-0.6346,-1.537,-1.7756,-0.5202,0.5308,1.3062,0.8587,0,-0.7589,-0.4822,0.755,-0.5269
-0.5432,-0.9245,-1.537,-0.9305,-0.5359,-0.5506,-1.1542,0.8587,0,1.3145,2.069,0.755,-0.4254
-0.5461,-0.6346,-1.537,0.4323,-0.5839,-0.3798,-0.4306,0.8587,0,-0.7589,-0.4822,-1.3213,-1.3392
-0.6758,-0.8279,-1.537,-0.5426,-0.6037,-0.8921,-0.72,0.8587,0,-0.7589,2.069,0.755,-0.4254
-0.7834,-0.8762,-1.537,-1.145,-0.6339,-1.6604,-2.9634,0.8587,0,-0.7589,2.069,-1.3213,-0.4254
-0.779,-1.4076,-1.537,-0.9235,-0.6515,-0.6359,0.9444,0.8587,0,-0.7589,2.069,-1.3213,-0.5269
-0.44,-0.9728,-1.537,1.5017,-0.6761,-0.8636,-0.3582,0.8587,0,1.3145,-0.4822,0.755,-0.5269
