budget,runtime,year,release_date,genres,vote_average,popularity,core_actor,actor_avg_age,production_companies,month,profitable,Romance,Science Fiction,Action,Drama,Thriller,Adventure,Mystery,Fantasy,Comedy,Family,Crime,Music,Documentary,History,Horror,Animation,Western,War
32000000.0,129.0,2023.0,2023/4/27,"['History', 'Drama']",7.63,27.864,15.0,23.0,"[551, 10156]",4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35000000.0,104.0,2023.0,2023/4/20,"['Music', 'Drama', 'History']",6.2,22.604,33.0,30.0,"[127929, 3353, 22213]",4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40000000.0,108.0,2023.0,2023/10/5,"['Action', 'Comedy']",6.577,230.772,73.0,45.0,"[89171, 110799, 23514, 206783, 206784, 9987]",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
200000000.0,206.0,2023.0,2023/10/18,"['Crime', 'History', 'Drama']",7.494,205.74,90.0,55.0,"[194232, 81121, 23243, 562]",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
95000000.0,91.0,2023.0,2023/10/12,"['Animation', 'Family', 'Music', 'Fantasy', 'Comedy']",7.3,177.546,64.0,42.0,"[521, 1778, 33]",10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000000.0,110.0,2023.0,2023/10/25,"['Horror', 'Mystery']",7.65,168.232,71.0,23.0,"[3172, 211144]",10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13000000.0,133.0,2023.0,2023/10/27,"['Comedy', 'Drama']",7.729,109.141,66.0,38.0,"[14, 2605]",10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30000000.0,111.0,2023.0,2023/10/4,['Horror'],6.005,95.054,19.0,14.0,"[33, 3172, 10210, 20848]",10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000000.0,110.0,2023.0,2023/10/27,"['Drama', 'Romance', 'Music']",6.954,69.977,54.0,36.0,"[70, 128344, 121813]",10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10000000.0,127.0,2023.0,2023/10/19,['Drama'],8.4,66.003,34.0,20.0,"[105116, 173035, 79714, 210842]",10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000000.0,169.0,2023.0,2023/10/13,['Music'],8.366,59.355,34.0,11.0,"[69922, 154630]",10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175000000.0,118.0,2023.0,2023/10/25,"['Crime', 'Thriller']",6.587,44.135,58.0,53.0,[178464],10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12000000.0,118.0,2023.0,2023/10/6,"['Thriller', 'Comedy']",5.938,23.94,27.0,28.0,"[694, 175510, 157346, 104363, 81121]",10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40000000.0,106.0,2023.0,2023/10/26,"['Documentary', 'Drama']",7.424,13.021,10.0,46.0,"[143741, 210042]",10.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175000000.0,95.0,2023.0,2023/11/13,"['Animation', 'Family', 'Fantasy', 'Adventure']",6.496,412.063,59.0,43.0,"[2, 6125]",11.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274800000.0,105.0,2023.0,2023/11/8,"['Science Fiction', 'Adventure', 'Action']",6.184,288.112,58.0,30.0,"[420, 176762]",11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100000000.0,157.0,2023.0,2023/11/15,"['Drama', 'Science Fiction', 'Action']",7.174,246.315,42.0,36.0,"[1632, 5420, 161357]",11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165000000.0,158.0,2023.0,2023/11/22,"['History', 'War', 'Romance']",6.479,236.736,52.0,42.0,"[194232, 221347]",11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000000.0,106.0,2023.0,2023/11/16,"['Horror', 'Mystery', 'Thriller']",6.6,109.91,64.0,56.0,"[175140, 18142, 143790]",11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000000.0,102.0,2023.0,2023/11/10,"['Comedy', 'Fantasy']",6.763,90.825,155.0,37.0,"[41077, 123620, 831]",11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000000.0,117.0,2023.0,2023/11/16,"['Drama', 'Comedy']",6.761,70.75,66.0,25.0,"[77152, 1422, 157532, 87067, 173619]",11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000000.0,131.0,2023.0,2023/11/16,"['Drama', 'Comedy', 'Thriller']",7.067,70.134,68.0,34.0,"[82968, 2531, 207685]",11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16000000.0,117.0,2023.0,2023/11/10,"['Comedy', 'Drama']",7.3,58.997,54.0,54.0,"[2531, 37871, 787, 221959]",11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500000.0,121.0,2023.0,2023/11/29,"['Drama', 'Comedy']",7.692,56.045,5.0,0.0,"[83, 92629, 12406, 12407, 177378, 2902, 77552, 77550, 1533, 92187, 11797, 806, 9116, 104, 7131, 1583, 104800, 34515, 202363, 24430]",11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14000000.0,104.0,2023.0,2023/11/16,"['Comedy', 'Drama']",6.455,47.822,55.0,45.0,"[85284, 127929, 22213, 219854, 6510, 30601]",11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80000000.0,129.0,2023.0,2023/11/22,"['Drama', 'Romance', 'Music']",6.42,45.998,73.0,44.0,"[56, 89312, 23243, 201152]",11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000000.0,99.0,2023.0,2023/11/9,"['Family', 'Drama']",7.638,18.062,73.0,37.0,"[10156, 210994, 133093, 219863]",11.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000000.0,104.0,2023.0,2023/11/2,"['Romance', 'Comedy']",5.3,17.025,37.0,41.0,"[114131, 112520, 8739, 130465]",11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000.0,113.0,2023.0,2023/11/30,"['Science Fiction', 'Fantasy', 'Thriller']",5.7,16.215,64.0,35.0,"[119235, 157314, 165435]",11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250000000.0,119.0,2022.0,2022/7/6,"['Fantasy', 'Action', 'Comedy']",6.473,148.298,66.0,44.0,"[420, 176762]",7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000000.0,99.0,2022.0,2022/7/27,"['Horror', 'Thriller']",6.673,52.933,52.0,38.0,"[1786, 8147, 63576]",7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24000000.0,126.0,2022.0,2022/7/14,"['Drama', 'Mystery', 'Romance']",7.5,52.573,33.0,26.0,"[130405, 105382, 137357]",7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
200000000.0,122.0,2022.0,2022/7/13,"['Action', 'Thriller']",7.0,49.809,103.0,40.0,"[106544, 105052]",7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90000000.0,105.0,2022.0,2022/7/27,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']",7.283,49.194,76.0,45.0,"[25120, 9993, 73669, 174]",7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68000000.0,130.0,2022.0,2022/7/20,"['Horror', 'Science Fiction', 'Mystery']",6.863,41.82,52.0,31.0,"[88934, 33, 1778]",7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000000.0,94.0,2022.0,2022/7/14,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",6.7,25.667,88.0,57.0,"[177030, 142311, 127847, 75234, 144803, 150709, 2348, 617, 67732, 178860, 4, 21649]",7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000000.0,142.0,2022.0,2022/4/6,"['Fantasy', 'Adventure']",6.7,91.669,66.0,41.0,"[174, 437]",4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80000000.0,137.0,2022.0,2022/4/7,"['Action', 'Adventure', 'Fantasy']",7.066,86.06,104.0,53.0,"[10146, 508, 10338, 10104, 123620]",4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000000.0,114.0,2022.0,2022/4/28,"['Action', 'Thriller', 'Crime']",6.8,54.414,102.0,53.0,"[22146, 173612, 73620, 10427, 191127, 47729]",4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000000.0,107.0,2022.0,2022/4/20,"['Action', 'Comedy', 'Crime']",6.768,43.995,155.0,51.0,"[831, 128491]",4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4000000.0,124.0,2022.0,2022/4/13,['Drama'],7.159,35.277,106.0,65.0,"[169668, 86077]",4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40000000.0,125.0,2022.0,2022/4/27,"['Drama', 'Romance', 'History', 'Mystery']",7.188,29.477,52.0,59.0,"[6196, 10146, 10338]",4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000000.0,96.0,2022.0,2022/4/14,"['Action', 'Thriller']",5.4,24.708,68.0,37.0,"[95837, 163946, 6353]",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22000000.0,87.0,2022.0,2022/4/29,"['Action', 'Thriller', 'Crime']",5.331,23.065,104.0,52.0,"[10405, 3604]",4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2620000.0,109.0,2022.0,2022/4/6,"['Horror', 'Mystery']",5.8,17.666,40.0,52.0,[68201],4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000000.0,181.0,2023.0,2023/7/19,"['Drama', 'History']",8.108,469.007,98.0,47.0,"[9996, 33, 507]",7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145000000.0,114.0,2023.0,2023/7/19,"['Comedy', 'Adventure']",7.08,310.842,96.0,38.0,"[82968, 437, 181486, 6220, 174]",7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
291000000.0,164.0,2023.0,2023/7/8,"['Action', 'Thriller']",7.552,170.774,89.0,55.0,"[4, 82819, 21777]",7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500000.0,95.0,2023.0,2023/7/26,"['Horror', 'Thriller']",7.177,142.47,9.0,0.0,"[32301, 110175, 7584, 2806, 61922, 5056, 209573]",7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14500000.0,131.0,2023.0,2023/7/3,"['Action', 'Drama']",8.033,110.257,74.0,56.0,[90508],7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75000000.0,100.0,2023.0,2023/7/31,"['Animation', 'Comedy', 'Action', 'Science Fiction']",7.266,96.391,15.0,18.0,"[4, 2348, 16615, 75234, 199314]",7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16000000.0,107.0,2023.0,2023/7/5,"['Horror', 'Mystery', 'Thriller']",6.7,67.364,81.0,38.0,"[3172, 11341, 3287, 206395, 21223]",7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157800000.0,123.0,2023.0,2023/7/26,"['Fantasy', 'Comedy', 'Horror', 'Family']",6.54,55.107,64.0,43.0,"[2, 118854]",7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000000.0,93.0,2023.0,2023/7/13,['Comedy'],6.674,23.633,23.0,29.0,"[77152, 99366, 123244]",7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000000.0,125.0,2023.0,2023/2/15,"['Action', 'Adventure', 'Science Fiction']",6.353,88.052,71.0,59.0,"[420, 176762]",2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32500000.0,95.0,2023.0,2023/2/22,"['Thriller', 'Comedy', 'Crime']",6.097,68.724,56.0,38.0,"[33, 12365, 77973, 118800]",2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20000000.0,100.0,2023.0,2023/2/1,"['Thriller', 'Mystery', 'Horror']",6.31,51.561,44.0,44.0,"[12236, 33, 7493, 152785, 1778]",2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000000.0,119.0,2023.0,2023/2/13,"['Drama', 'Comedy', 'History']",7.196,40.116,33.0,42.0,"[72063, 164, 142269, 12113]",2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000000.0,109.0,2023.0,2023/2/15,"['Mystery', 'Thriller', 'Crime']",5.793,35.528,102.0,64.0,"[5122, 128586, 110723, 129701, 342, 125584, 115145, 52738, 190407, 191127, 1898, 128279]",2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000000.0,112.0,2023.0,2023/2/9,"['Comedy', 'Drama', 'Romance']",6.701,30.693,65.0,54.0,"[174, 8073, 57743]",2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28000000.0,98.0,2023.0,2023/2/3,"['Comedy', 'Drama']",6.5,26.444,40.0,87.0,"[156448, 118408, 181874, 4384, 4]",2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15000000.0,120.0,2023.0,2023/2/23,"['Drama', 'History']",6.7,22.277,28.0,43.0,"[1632, 144002]",2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24000000.0,114.0,2022.0,2022/1/12,"['Horror', 'Mystery', 'Thriller']",6.674,95.493,50.0,53.0,"[4, 130448, 126588, 143790]",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75000000.0,122.0,2022.0,2022/1/5,"['Action', 'Thriller']",6.1,53.0,85.0,46.0,"[83210, 28788, 7493, 33, 193675, 310, 171888, 199951, 8881]",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30000000.0,134.0,2022.0,2022/1/21,"['Romance', 'Drama', 'Western']",7.856,50.309,43.0,25.0,"[54927, 79287, 157314, 225226]",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000000.0,98.0,2022.0,2022/1/6,"['Science Fiction', 'Horror']",5.8,38.516,7.0,37.0,[188974],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500000.0,89.0,2022.0,2022/1/28,"['Horror', 'Mystery', 'Thriller']",4.9,32.543,41.0,59.0,"[100121, 89269, 76992]",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000.0,97.0,2022.0,2022/1/13,"['Action', 'Adventure', 'Thriller']",6.2,27.707,72.0,48.0,"[125583, 143279, 7584, 74346, 2806]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40500000.0,94.0,2022.0,2022/1/21,"['Fantasy', 'Adventure', 'Family']",7.1,21.696,72.0,58.0,"[171888, 3235, 94431, 8186, 69756, 290, 44632, 31540, 191183]",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50000000.0,114.0,2023.0,2023/1/4,"['Action', 'Thriller', 'Comedy', 'Adventure']",6.5,69.606,178.0,52.0,"[14, 47729, 2900, 73204]",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25000000.0,107.0,2023.0,2023/1/12,['Action'],7.0,66.69,63.0,54.0,"[73492, 435, 103331, 149107, 76314]",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500000.0,118.0,2023.0,2023/1/27,"['Horror', 'Science Fiction']",6.1,48.081,50.0,37.0,"[99366, 82552, 51614, 119153, 860, 90733, 806, 850]",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000000.0,111.0,2023.0,2023/1/19,"['Thriller', 'Mystery', 'Drama']",7.47,35.682,35.0,36.0,"[11341, 146929, 109501, 3287]",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7500000.0,95.0,2023.0,2023/1/27,"['Comedy', 'Romance', 'Drama']",5.545,30.187,75.0,75.0,"[181874, 88606, 17929]",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000000.0,115.0,2023.0,2023/1/26,"['Science Fiction', 'Action', 'Thriller', 'Fantasy']",4.8,19.475,2.0,0.0,"[180043, 180044, 183997, 3226, 140096]",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2000000.0,92.0,2023.0,2023/1/20,"['Action', 'Crime', 'Thriller']",5.353,18.774,104.0,40.0,"[55446, 68628, 121204, 41735]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000000.0,103.0,2023.0,2023/9/15,"['Action', 'Adventure', 'Thriller']",6.3,176.194,178.0,47.0,"[1020, 48738, 1632, 74795, 126013, 3528, 342]",9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30000000.0,92.0,2023.0,2023/9/21,"['Animation', 'Family', 'Action', 'Science Fiction', 'Comedy', 'Drama', 'Adventure']",7.102,162.681,73.0,31.0,"[2348, 71738, 4, 8649]",9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80000000.0,134.0,2023.0,2023/9/27,"['Action', 'Adventure', 'Science Fiction']",7.094,153.867,42.0,29.0,"[10104, 8147, 508, 206867]",9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13000000.0,118.0,2023.0,2023/9/27,"['Horror', 'Thriller']",7.297,127.073,34.0,60.0,"[2061, 1632]",9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38500000.0,110.0,2023.0,2023/9/6,"['Horror', 'Mystery']",6.811,122.684,33.0,26.0,"[12, 76907, 11565]",9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14000000.0,93.0,2023.0,2023/9/13,"['Romance', 'Drama']",6.955,91.367,39.0,25.0,"[6626, 107108]",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000000.0,104.0,2023.0,2023/9/13,"['Mystery', 'Thriller', 'Crime']",6.697,63.36,78.0,55.0,"[127928, 1645, 1557, 28788, 84097]",9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000000.0,104.0,2023.0,2023/9/15,"['History', 'Comedy', 'Drama']",6.8,61.831,65.0,44.0,"[22146, 172841, 213595]",9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50000000.0,98.0,2023.0,2023/9/14,"['Comedy', 'Crime']",6.153,45.766,45.0,15.0,"[75355, 87705, 46225, 168282, 72316, 121204, 5056, 25954, 195600, 205513, 205514, 205516]",9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500000.0,100.0,2023.0,2023/9/15,"['Family', 'Comedy']",5.8,30.425,22.0,28.0,"[166513, 220124]",9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500000.0,109.0,2023.0,2023/9/14,"['Horror', 'Thriller', 'War']",7.1,14.49,12.0,10.0,[160175],9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170000000.0,131.0,2022.0,2022/5/24,"['Action', 'Drama']",8.2,140.587,90.0,50.0,"[82819, 10288, 4]",5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
200000000.0,126.0,2022.0,2022/5/4,"['Fantasy', 'Action', 'Adventure']",7.308,99.647,63.0,42.0,"[420, 176762]",5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12000000.0,94.0,2022.0,2022/5/12,"['Science Fiction', 'Thriller', 'Horror']",5.598,66.55,49.0,70.0,"[3172, 433, 18609, 33, 1778]",5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
