id,budget,revenue,runtime,vote_average,vote_count,year,month,genres,overview
771077.0,7780000.0,11196824.0,117.0,7.467,383.0,2022,3,"['Comedy', 'Drama']","Elise thought she had the perfect life: an ideal boyfriend and a promising career as a ballet dancer. It all falls apart the day she catches him cheating on her with her stage backup; and after she suffers an injury on stage, it seems like she might not be able to dance ever again."
670292.0,80000000.0,104000000.0,134.0,7.092,2444.0,2023,9,"['Action', 'Adventure', 'Science Fiction']","Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself."
812635.0,35000000.0,4200000.0,104.0,6.259,87.0,2023,4,"['Music', 'Drama', 'History']","The illegitimate son of an African slave and a French plantation owner, Joseph Bologne rises to improbable heights in French society as a celebrated violinist-composer and fencer, complete with an ill-fated love affair and a falling out with Marie Antoinette and her court."
866431.0,1.0,6.0,99.0,0.0,0.0,2021,8,['TV Movie'],"During a global pandemic, two friends come together to break the monotony and produce a quiz for their friends’ entertainment. Little do they know, that by creating this quiz they risk ending the world… or saving it.  Watch as our heroes go through trials and tribulations, not only to inspire joy in the hearts of those around them, but all across the Pacific Ocean. On their journey they encounter a Presidential scandal, a Michael Moore conspiracy and an indigenous New Zealander"
854239.0,20000000.0,8900000.0,131.0,7.523,235.0,2022,10,"['Drama', 'History']","The true story of Mamie Till Mobley’s relentless pursuit of justice for her 14 year old son, Emmett Till, who, in 1955, was lynched while visiting his cousins in Mississippi."
780609.0,6500000.0,11152071.0,100.0,6.175,896.0,2022,5,"['Horror', 'Thriller', 'Fantasy']","In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears."
524434.0,200000000.0,402064899.0,156.0,6.9,7858.0,2021,11,"['Science Fiction', 'Action', 'Adventure']","The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants."
597890.0,20000000.0,4298184.0,108.0,5.98,791.0,2021,4,"['Science Fiction', 'Thriller']","With the future of the human race at stake, a group of young men and women -- bred for intelligence and obedience -- embark on an expedition to colonize a distant planet. When they uncover disturbing secrets about the mission, they defy their training and begin to explore their most primitive natures. As life on the ship descends into chaos, they soon become consumed by fear, lust and an insatiable hunger for power."
942922.0,28000000.0,29637811.0,98.0,6.543,128.0,2023,2,"['Comedy', 'Drama']",A quartet of elderly best friends decide to live life to the fullest by taking a wild trip to the Super Bowl LI to see their hero Tom Brady play.
659940.0,8000000.0,39300.0,125.0,5.9,70.0,2021,5,"['Thriller', 'Crime']","When a homeless Romani boy is arrested at the Danish border for possession of a missing public servant's passport, police inspector Carl Mørck and Department Q are tasked with finding the connection."
1041694.0,2000.0,500.0,73.0,0.0,0.0,2022,10,[],"A tribute to Charles Lum’s life told through his work as a film maker. Featuring Super-8 films Charlie shot as a teenager in the 1970s up to the last film he made about his battle with AIDS related lymphoma. Charlie AKA Clublum was a much-loved and valued member of our queer and film community, whose films defied the taboos and stigmas of sex, sex in public places and sex with HIV. His films embody a quirky earnestness and a wacky and wicked sense of humor and always the utter delight and pleasure of another body."
1171357.0,100.0,100.0,87.0,0.0,0.0,2022,10,"['Comedy', 'Horror', 'Mystery']","Following the massive success and accomplishments of The Grooks detective agency, Detective Rook and the gang land themselves a Netflix deal to film their next case. While filming, the detectives find themselves intertwined in an unsolved murder that has uncanny similarities to their first solved case. The Grooks must give this mystery their all and work as a team if they want to solve the murder and make it out alive."
843250.0,1831837.0,293094.0,62.0,8.0,2.0,2021,7,"['Animation', 'Drama']","The story centers on a crocodile living a normal life, unaware that he is due to die in 100 days. The crocodile spends ordinary days with his animal companions."
587412.0,13000000.0,90410749.0,168.0,7.459,134.0,2022,4,"['Action', 'Adventure', 'Crime', 'Thriller']","The blood-soaked land of Kolar Gold Fields (KGF) has a new overlord now - Rocky, whose name strikes fear in the heart of his foes. His allies look up to Rocky as their Savior, the government sees him as a threat to law and order; enemies are clamoring for revenge and conspiring for his downfall. Bloodier battles and darker days await as Rocky continues on his quest for unchallenged supremacy."
1187038.0,6.0,10.0,104.0,0.0,0.0,2023,12,"['Mystery', 'Crime', 'Thriller']",A girl suffering from schizophrenia accidentally meets four criminals. Meanwhile in an hide and seek with Police and the criminals lies the mystery.
512195.0,160000000.0,178143.0,118.0,6.778,5445.0,2021,11,"['Action', 'Comedy', 'Crime']","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen."
614917.0,50000000.0,39400000.0,144.0,7.686,2250.0,2021,11,"['Drama', 'History']","The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history."
796499.0,30000000.0,46900000.0,127.0,6.852,1864.0,2021,10,"['Action', 'Thriller', 'Crime', 'Comedy']",A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.
1009615.0,4.0,10000.0,120.0,0.0,0.0,2022,6,"['Comedy', 'Drama', 'Romance']","Beaming with righteousness, a tough Vikram believes in fairness attained through any means necessary. Soon, his past haunts him as he falls in love with Trisha, a wide-eyed girl."
720557.0,38000000.0,47000000.0,155.0,5.938,32.0,2023,11,"['Action', 'Adventure', 'Thriller']","Following the events of Tiger Zinda Hai, War, and Pathaan, Avinash Singh Rathore returns as Tiger but this time the battle is within. He has to choose between his country or family as an old enemy is after his life, who claims that his family was killed by Tiger. He holds Tiger captive in Pakistan as the Indian agent's loyalty towards his country faces its biggest test."
